id,area,relativeArea,perimeter,compactness,surfaceType,nx,ny,nz,centerZ,meanCurvature,radius,numWires,numEdges,neighbors,edge_types,label
806,1.04555e-05,3.02912e-07,0.0134011,1.36687,1,-0.595724,0,-0.803189,-3.92747,-1.46058,0.34233,1,4,"","",1
807,0.233408,0.00676221,4.08192,5.68072,2,0.0063502,0.668475,-0.743707,4.32839,-0.938831,0.480855,1,11,"","",1
808,0.000950551,2.7539e-05,0.200361,3.36079,0,-0.790747,1.6607e-15,0.612143,1.96636,0,0,1,4,"","",1
809,0.233408,0.00676221,4.08192,5.68072,2,0.0063502,0.668475,-0.743707,2.40002,-0.938831,0.480855,1,11,"","",1
810,0.00331195,9.59526e-05,2.3522,132.94,1,-8.55101e-14,0,-1,-0.0174668,-1.91872,0.26059,1,6,"","",1
811,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,3.67276,0.84688,0,1,4,"","",1
812,0.00013285,3.84888e-06,0.0585082,2.05051,1,-0.609114,-0,0.793082,2.00395,-1.46058,0.34233,1,5,"","",1
813,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,1.74439,0.84688,0,1,4,"","",1
814,0.00346643,0.000100428,2.35217,127.012,1,-8.55101e-14,0,-1,-0.0245056,-1.91872,0.26059,1,4,"","",1
815,0.00346643,0.000100428,2.35217,127.012,1,-0,0,-1,-0.0245056,-1.91872,0.26059,1,4,"","",1
816,0.00346643,0.000100428,2.35217,127.012,1,-8.55101e-14,0,-1,-0.0245056,-1.91872,0.26059,1,4,"","",1
817,0.00346643,0.000100428,2.35217,127.012,1,-8.55101e-14,0,-1,-0.0245056,-1.91872,0.26059,1,4,"","",1
818,0.01013,0.000293483,2.62539,54.1462,1,-0.326972,-0.945034,0,-0.092452,-101.231,0.00493918,1,4,"","",1
819,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,3.67281,-1.91872,0.26059,1,4,"","",1
820,0.00703578,0.000203838,1.82923,37.8454,1,-0.326972,-0.945034,0,4.03394,-101.231,0.00493918,1,4,"","",1
821,0.00655056,0.00018978,1.70414,35.2796,1,-0.326972,-0.945034,0,-4.12775,-101.231,0.00493918,1,4,"","",1
822,0.394671,0.0114343,3.08682,1.92123,0,-0,-0,-1,-4.93037,0,0,1,8,"","",1
823,2.43957,0.0706784,20.7406,14.032,0,-1,0,-0,-0.00582542,0,0,1,14,"","",1
824,0.00734314,0.000212743,1.90979,39.5256,1,-0.326972,-0.945034,0,2.06491,-101.231,0.00493918,1,4,"","",1
825,0.00679317,0.000196809,1.76668,36.5625,1,0.326972,-0.945034,0,-2.22544,-101.231,0.00493918,1,4,"","",1
826,0.00679317,0.000196809,1.76668,36.5625,1,-0.326972,-0.945034,0,-2.22544,-101.231,0.00493918,1,4,"","",1
827,0.385295,0.0111626,3.06592,1.94142,0,0,0,1,4.93037,0,0,1,8,"","",1
828,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,3.67281,-1.91872,0.26059,1,4,"","",1
829,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,3.67281,-1.91872,0.26059,1,4,"","",1
830,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,3.67281,-1.91872,0.26059,1,4,"","",1
831,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,3.67281,-1.91872,0.26059,1,4,"","",1
832,0.000563229,1.63177e-05,0.525032,38.9472,1,-0.974325,-0,0.225146,3.71238,-1.91872,0.26059,1,5,"","",1
833,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,3.67281,-1.91872,0.26059,1,4,"","",1
834,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,1.74444,-1.91872,0.26059,1,4,"","",1
835,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,1.74444,-1.91872,0.26059,1,4,"","",1
836,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,1.74444,-1.91872,0.26059,1,4,"","",1
837,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,1.74444,-1.91872,0.26059,1,4,"","",1
838,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,1.74444,-1.91872,0.26059,1,4,"","",1
839,0.000563229,1.63177e-05,0.525032,38.9472,1,-0.974325,-0,0.225146,1.78401,-1.91872,0.26059,1,5,"","",1
840,0.00281086,8.14354e-05,2.35104,156.484,1,-2.06823e-13,-0,1,1.74444,-1.91872,0.26059,1,4,"","",1
841,0.000962546,2.78866e-05,0.742369,45.5625,1,0.960207,-0,-0.279288,-0.0526012,-1.91872,0.26059,1,4,"","",1
842,0.00154554,4.47769e-05,1.09201,61.3995,1,-0.934017,0,-0.35723,-0.044873,-1.91872,0.26059,1,4,"","",1
843,0.00346643,0.000100428,2.35217,127.012,1,-0,0,-1,-0.0245056,-1.91872,0.26059,1,4,"","",1
844,0.000962546,2.78866e-05,0.742369,45.5625,1,0.960207,-0,-0.279288,-1.79856,-1.91872,0.26059,1,4,"","",1
845,0.00154554,4.47769e-05,1.09201,61.3995,1,-0.934017,0,-0.35723,-1.79083,-1.91872,0.26059,1,4,"","",1
846,0.00346643,0.000100428,2.35217,127.012,1,-8.55101e-14,0,-1,-1.77046,-1.91872,0.26059,1,4,"","",1
847,0.00346643,0.000100428,2.35217,127.012,1,-0,0,-1,-1.77046,-1.91872,0.26059,1,4,"","",1
848,0.00346643,0.000100428,2.35217,127.012,1,-0,0,-1,-1.77046,-1.91872,0.26059,1,4,"","",1
849,0.00346643,0.000100428,2.35217,127.012,1,-8.55101e-14,0,-1,-1.77046,-1.91872,0.26059,1,4,"","",1
850,0.00346643,0.000100428,2.35217,127.012,1,-8.55101e-14,0,-1,-1.77046,-1.91872,0.26059,1,4,"","",1
851,0.00331195,9.59526e-05,2.3522,132.94,1,-0,0,-1,-1.76342,-1.91872,0.26059,1,6,"","",1
852,0.000962546,2.78866e-05,0.742369,45.5625,1,0.960207,-0,-0.279288,-3.70087,-1.91872,0.26059,1,4,"","",1
853,0.00154554,4.47769e-05,1.09201,61.3995,1,-0.934017,0,-0.35723,-3.69314,-1.91872,0.26059,1,4,"","",1
854,0.00346643,0.000100428,2.35217,127.012,1,4.14335e-13,-0,-1,-3.67277,-1.91872,0.26059,1,4,"","",1
855,0.00346643,0.000100428,2.35217,127.012,1,4.14335e-13,-0,-1,-3.67277,-1.91872,0.26059,1,4,"","",1
856,0.00346643,0.000100428,2.35217,127.012,1,4.14335e-13,-0,-1,-3.67277,-1.91872,0.26059,1,4,"","",1
857,0.00346643,0.000100428,2.35217,127.012,1,-8.55101e-14,0,-1,-3.67277,-1.91872,0.26059,1,4,"","",1
858,0.00346643,0.000100428,2.35217,127.012,1,4.14335e-13,-0,-1,-3.67277,-1.91872,0.26059,1,4,"","",1
859,0.00331195,9.59526e-05,2.3522,132.94,1,4.14335e-13,-0,-1,-3.66573,-1.91872,0.26059,1,6,"","",1
860,0.0824842,0.0023897,2.53864,6.2176,6,-0.00040963,-0.00927337,0.999957,3.66498,-21.2247,0,1,11,"","",1
861,0.0795307,0.00230414,2.66984,7.13223,6,-0.00040963,-0.00927337,0.999957,3.65586,-21.2247,0,1,12,"","",1
862,4.5732e-05,1.32493e-06,0.0309766,1.6697,1,0.602321,-0,0.798254,3.92971,-1.46058,0.34233,1,5,"","",1
863,4.5732e-05,1.32493e-06,0.0309766,1.6697,1,0.602321,-0,0.798254,3.92971,-1.46058,0.34233,1,5,"","",1
864,0.414021,0.0119949,4.02818,3.11879,1,-0,0,-1,4.28266,-1.46058,0.34233,1,32,"","",1
865,0.00013285,3.84888e-06,0.0585082,2.05051,1,-0.609114,-0,0.793082,3.93232,-1.46058,0.34233,1,5,"","",1
866,0.0824842,0.0023897,2.53864,6.2176,6,-0.00040963,-0.00927337,0.999957,1.73661,-21.2247,0,1,11,"","",1
867,0.0795307,0.00230414,2.66984,7.13223,6,-0.00040963,-0.00927337,0.999957,1.72749,-21.2247,0,1,12,"","",1
868,4.5732e-05,1.32493e-06,0.0309766,1.6697,1,0.602321,-0,0.798254,2.00134,-1.46058,0.34233,1,5,"","",1
869,4.5732e-05,1.32493e-06,0.0309766,1.6697,1,0.602321,-0,0.798254,2.00134,-1.46058,0.34233,1,5,"","",1
870,0.414021,0.0119949,4.02818,3.11879,1,-0,0,-1,2.35429,-1.46058,0.34233,1,32,"","",1
871,0.00013285,3.84888e-06,0.0585082,2.05051,1,-0.609114,-0,0.793082,2.00395,-1.46058,0.34233,1,5,"","",1
872,0.031113,0.000901396,2.08405,11.1088,6,0.290897,0.550185,-0.782736,-3.62182,-21.3869,0,1,4,"","",1
873,0.0832342,0.00241143,2.51492,6.04698,6,0.00138787,-0.00817352,-0.999966,-3.66699,-21.6426,0,1,7,"","",1
874,0.0800299,0.0023186,2.63342,6.8957,6,0.00138787,-0.00817352,-0.999966,-3.65716,-21.6426,0,1,11,"","",1
875,0.000189488,5.48979e-06,0.0723528,2.19846,1,0.611556,-0,-0.791201,-3.93321,-1.46058,0.34233,1,4,"","",1
876,1.04555e-05,3.02912e-07,0.0134011,1.36687,1,-0.595724,0,-0.803189,-3.92747,-1.46058,0.34233,1,4,"","",1
877,0.465102,0.0134748,4.09795,2.87327,1,-2.06823e-13,-0,1,-4.2833,-1.46058,0.34233,1,24,"","",1
878,0.031113,0.000901396,2.08405,11.1088,6,0.290897,0.550185,-0.782736,-1.71951,-21.3869,0,1,4,"","",1
879,0.0832342,0.00241143,2.51492,6.04698,6,0.00138787,-0.00817352,-0.999966,-1.76468,-21.6426,0,1,7,"","",1
880,0.000189488,5.48979e-06,0.0723528,2.19846,1,0.611556,-0,-0.791201,-2.0309,-1.46058,0.34233,1,4,"","",1
881,1.04555e-05,3.02912e-07,0.0134011,1.36687,1,-0.595724,0,-0.803189,-2.02516,-1.46058,0.34233,1,4,"","",1
882,0.465102,0.0134748,4.09795,2.87327,1,-2.06823e-13,-0,1,-2.38099,-1.46058,0.34233,1,24,"","",1
883,0.031113,0.000901396,2.08405,11.1088,6,0.290897,0.550185,-0.782736,0.0264503,-21.3869,0,1,4,"","",1
884,0.0832342,0.00241143,2.51492,6.04698,6,0.00138787,-0.00817352,-0.999966,-0.0187204,-21.6426,0,1,7,"","",1
885,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,0,0,-1,3.58051,0,0,1,3,"","",1
886,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,0,0,1,2.53815,0,0,1,3,"","",1
887,0.351164,0.0101738,2.69208,1.64232,1,-0.258819,-0.965926,-8.63982e-14,3.05934,-0.759024,0.658741,1,4,"","",1
888,0.110897,0.00321288,1.48934,1.59168,1,0.218733,-0.816324,-0.534575,-4.78353,-0.759024,0.658741,1,4,"","",1
889,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,-0,-0,-1,-4.54991,0,0,1,3,"","",1
890,0.139167,0.0040319,1.64552,1.54832,1,0.225141,-0.840236,0.49327,4.75721,-0.759024,0.658741,1,4,"","",1
891,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,-0,-0,1,4.48737,0,0,1,3,"","",1
892,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,-0,-0,1,-3.7056,0,0,1,3,"","",1
893,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,-0,-0,-1,-2.66323,0,0,1,3,"","",1
894,0.351166,0.0101739,2.69208,1.64231,1,0.258819,-0.965926,2.93221e-13,-3.18442,-0.759024,0.658741,1,4,"","",1
895,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,-0,-0,1,-1.78765,0,0,1,3,"","",1
896,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,-0,-0,-1,-0.745289,0,0,1,3,"","",1
897,0.351153,0.0101735,2.69208,1.64237,1,0.258819,-0.965926,2.93221e-13,-1.26646,-0.759024,0.658741,1,4,"","",1
898,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,-0,-0,1,0.192837,0,0,1,3,"","",1
899,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,-0,-0,-1,1.2352,0,0,1,3,"","",1
900,0.351153,0.0101735,2.69208,1.64237,1,0.258819,-0.965926,2.93221e-13,0.714024,-0.759024,0.658741,1,4,"","",1
901,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,-0,-0,1,2.53815,0,0,1,3,"","",1
902,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,-0,-0,-1,3.58051,0,0,1,3,"","",1
903,0.351153,0.0101735,2.69208,1.64237,1,0.258819,-0.965926,2.93221e-13,3.05934,-0.759024,0.658741,1,4,"","",1
904,0.00115781,3.35438e-05,0.995076,68.0557,1,0.963004,-0,0.269487,1.77942,-1.91872,0.26059,1,4,"","",1
905,0.00115781,3.35438e-05,0.995076,68.0557,1,0.963004,-0,0.269487,3.70779,-1.91872,0.26059,1,4,"","",1
906,0.00655056,0.00018978,1.70414,35.2796,1,0.326972,-0.945034,0,-4.12775,-101.231,0.00493918,1,4,"","",1
907,2.43959,0.0706789,20.7406,14.0319,0,1,2.66459e-16,-0,0.0229943,0,0,1,14,"","",1
908,0.495101,0.0143439,19.8219,63.152,1,0.845131,0.534559,-0,1.73e-10,-10.8583,0.0460478,1,4,"","",1
909,0.495101,0.0143439,19.8219,63.152,1,-0.845131,0.534559,0,1.73e-10,-10.8583,0.0460478,1,4,"","",1
910,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,0,0,-1,-4.54991,0,0,1,3,"","",1
911,0.110897,0.00321288,1.48934,1.59168,1,-0.218733,-0.816324,-0.534575,-4.78353,-0.759024,0.658741,1,4,"","",1
912,0.139167,0.0040319,1.64552,1.54833,1,-0.225141,-0.840236,0.49327,4.75721,-0.759024,0.658741,1,4,"","",1
913,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,0,0,1,4.48737,0,0,1,3,"","",1
914,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,0,0,1,-3.7056,0,0,1,3,"","",1
915,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,0,0,-1,-2.66323,0,0,1,3,"","",1
916,0.351164,0.0101738,2.69208,1.64231,1,-0.258819,-0.965926,-8.63982e-14,-3.18441,-0.759024,0.658741,1,4,"","",1
917,8.83362e-06,2.55925e-07,0.0160239,2.31306,0,0,0,1,-1.78765,0,0,1,3,"","",1
918,8.83363e-06,2.55925e-07,0.0160239,2.31305,0,0,0,-1,-0.745289,0,0,1,3,"","",1
919,0.351164,0.0101738,2.69208,1.64232,1,-0.258819,-0.965926,-0,-1.26646,-0.759024,0.658741,1,4,"","",1
920,0.351198,0.0101748,2.69219,1.64229,1,-0.258819,-0.965926,4.13646e-13,1.07884,-0.759064,0.658706,1,4,"","",1
921,2.18765e-05,6.338e-07,0.0194701,1.37894,0,0.236781,0.883677,0.403794,0.559232,-0,0,1,3,"","",1
922,6.20287e-05,1.79708e-06,0.0333772,1.42921,0,0.256181,0.956081,-0.142412,1.59521,0,0,1,3,"","",1
923,0.0353377,0.00102379,2.48796,13.9392,6,0.0122735,0.498817,0.866621,3.62605,-20.9918,0,1,5,"","",1
924,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,3.67276,0.84688,0,1,4,"","",1
925,0.0835364,0.00242019,2.48342,5.8751,6,-0.00040963,-0.00927337,0.999957,3.66826,-21.2247,0,1,4,"","",1
926,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,3.67276,0.84688,0,1,4,"","",1
927,0.0835364,0.00242019,2.48342,5.8751,6,-0.00040963,-0.00927337,0.999957,3.66826,-21.2247,0,1,4,"","",1
928,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,3.67276,0.84688,0,1,4,"","",1
929,0.0835364,0.00242019,2.48342,5.8751,6,-0.00040963,-0.00927337,0.999957,3.66826,-21.2247,0,1,4,"","",1
930,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,3.67276,0.84688,0,1,4,"","",1
931,0.0798042,0.00231206,2.48146,6.14014,6,0.000837353,-0.00927337,0.999957,3.67098,-21.2247,0,1,7,"","",1
932,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,3.67276,0.84688,0,1,4,"","",1
933,4.60804e-05,1.33503e-06,0.294964,150.249,6,0.430013,-0.889076,-0.156947,3.6921,0.859147,0,1,4,"","",1
934,8.40593e-06,2.43534e-07,0.017252,2.81763,0,2.41488e-13,0.0318149,-0.999494,3.76288,0,0,1,4,"","",1
935,0.00113691,3.29383e-05,0.307284,6.6091,6,-0.409557,-0.907673,0.0916094,3.7004,-20.2455,0,1,4,"","",1
936,0.000149463,4.3302e-06,0.945451,475.92,6,-0.451579,-0.889062,-0.0751365,3.71229,0.88808,0,1,4,"","",1
937,0.0152566,0.000442009,1.01391,5.3621,6,0.789219,-0.580476,0.200455,3.74955,-20.9103,0,1,3,"","",1
938,0.0353377,0.00102379,2.48796,13.9392,6,0.0122735,0.498817,0.866621,1.69768,-20.9918,0,1,5,"","",1
939,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,1.74439,0.84688,0,1,4,"","",1
940,0.0835364,0.00242019,2.48342,5.8751,6,-0.00040963,-0.00927337,0.999957,1.73989,-21.2247,0,1,4,"","",1
941,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,1.74439,0.84688,0,1,4,"","",1
942,0.0835364,0.00242019,2.48342,5.8751,6,-0.00040963,-0.00927337,0.999957,1.73989,-21.2247,0,1,4,"","",1
943,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,1.74439,0.84688,0,1,4,"","",1
944,0.0835364,0.00242019,2.48342,5.8751,6,-0.00040963,-0.00927337,0.999957,1.73989,-21.2247,0,1,4,"","",1
945,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,1.74439,0.84688,0,1,4,"","",1
946,0.0798042,0.00231206,2.48146,6.14014,6,0.000837353,-0.00927337,0.999957,1.74261,-21.2247,0,1,7,"","",1
947,0.000371827,1.07724e-05,2.34812,1180.02,6,-0.0256504,-0.889161,-0.456874,1.74439,0.84688,0,1,4,"","",1
948,4.60804e-05,1.33503e-06,0.294964,150.249,6,0.430013,-0.889076,-0.156947,1.76373,0.859147,0,1,4,"","",1
949,8.40593e-06,2.43534e-07,0.017252,2.81763,0,1.02703e-13,0.0318149,-0.999494,1.83451,0,0,1,4,"","",1
950,0.00113691,3.29383e-05,0.307284,6.6091,6,-0.409557,-0.907673,0.0916094,1.77203,-20.2455,0,1,4,"","",1
951,0.000149463,4.3302e-06,0.945451,475.92,6,-0.451579,-0.889062,-0.0751365,1.78392,0.88808,0,1,4,"","",1
952,0.0152566,0.000442009,1.01391,5.3621,6,0.789219,-0.580476,0.200455,1.82118,-20.9103,0,1,3,"","",1
953,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-0.0199525,-21.6426,0,1,4,"","",1
954,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-0.0199525,-21.6426,0,1,4,"","",1
955,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-0.0199525,-21.6426,0,1,4,"","",1
956,0.0821448,0.00237987,2.47625,5.94019,6,0.000308187,-0.00817352,-0.999967,-0.0205879,-21.6426,0,1,7,"","",1
957,0.0172095,0.000498588,1.08088,5.40231,6,-0.795816,-0.550776,-0.25164,-0.0934182,-21.3733,0,1,3,"","",1
958,4.76424e-05,1.38028e-06,0.0672485,7.55373,6,-0.204739,0.961291,0.184395,-0.270315,-20.3853,0,1,3,"","",1
959,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-1.76591,-21.6426,0,1,4,"","",1
960,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-1.76591,-21.6426,0,1,4,"","",1
961,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-1.76591,-21.6426,0,1,4,"","",1
962,0.0821448,0.00237987,2.47625,5.94019,6,0.000308187,-0.00817352,-0.999967,-1.76654,-21.6426,0,1,7,"","",1
963,0.0172095,0.000498588,1.08088,5.40231,6,-0.795816,-0.550776,-0.25164,-1.83937,-21.3733,0,1,3,"","",1
964,0.00318727,9.23405e-05,0.575117,8.25818,6,0.469209,-0.879188,-0.0828868,-1.80794,-20.7279,0,1,2,"","",1
965,4.76424e-05,1.38028e-06,0.0672485,7.55373,6,-0.204739,0.961291,0.184395,-2.01627,-20.3853,0,1,3,"","",1
966,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-3.66822,-21.6426,0,1,4,"","",1
967,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-3.66822,-21.6426,0,1,4,"","",1
968,0.0836317,0.00242295,2.48233,5.86324,6,0.00138787,-0.00817352,-0.999966,-3.66822,-21.6426,0,1,4,"","",1
969,0.0821448,0.00237987,2.47625,5.94019,6,0.000308187,-0.00817352,-0.999967,-3.66885,-21.6426,0,1,7,"","",1
970,0.0172095,0.000498588,1.08088,5.40231,6,-0.795816,-0.550776,-0.25164,-3.74168,-21.3733,0,1,3,"","",1
971,0.00318727,9.23405e-05,0.575117,8.25818,6,0.469209,-0.879188,-0.0828868,-3.71025,-20.7279,0,1,2,"","",1
972,4.76424e-05,1.38028e-06,0.0672485,7.55373,6,-0.204739,0.961291,0.184395,-3.91858,-20.3853,0,1,3,"","",1
973,0.00221667,6.42207e-05,0.268064,2.57968,0,0.780179,-1.6607e-15,0.625557,3.90212,0,0,1,5,"","",1
974,0.000274334,7.9479e-06,0.0786131,1.79267,0,0.780179,-1.6607e-15,0.625557,3.92915,0,0,1,4,"","",1
975,0.000950551,2.7539e-05,0.200361,3.36079,0,-0.790747,1.6607e-15,0.612143,3.89473,0,0,1,4,"","",1
976,5.55364e-06,1.60898e-07,0.0113367,1.84154,0,-0.790747,1.6607e-15,0.612143,3.93085,0,0,1,3,"","",1
977,0.00049551,1.43558e-05,0.120119,2.31718,0,-0.790747,1.6607e-15,0.612143,3.91259,0,0,1,4,"","",1
978,0.00221667,6.42207e-05,0.268064,2.57968,0,0.780179,-1.6607e-15,0.625557,1.97375,0,0,1,5,"","",1
979,0.000274334,7.9479e-06,0.0786131,1.79267,0,0.780179,-1.6607e-15,0.625557,2.00078,0,0,1,4,"","",1
980,5.55364e-06,1.60898e-07,0.0113367,1.84154,0,-0.790747,1.6607e-15,0.612143,2.00248,0,0,1,3,"","",1
981,0.00049551,1.43558e-05,0.120119,2.31718,0,-0.790747,1.6607e-15,0.612143,1.98422,0,0,1,4,"","",1
982,0.180002,0.00521496,3.98311,7.01388,2,-0.0129855,0.756542,0.653816,-4.33715,-0.829765,0.278277,1,8,"","",1
983,0.0019976,5.78739e-05,0.245912,2.40903,0,-0.776308,-3.37626e-16,-0.630354,-3.91025,-0,0,1,5,"","",1
984,0.00034191,9.90571e-06,0.173807,7.03096,0,0.800725,3.37626e-16,-0.599032,-3.89443,0,0,1,4,"","",1
985,0.00012017,3.48153e-06,0.0647345,2.77501,0,0.800725,3.37626e-16,-0.599032,-3.91752,0,0,1,4,"","",1
986,0.00012017,3.48153e-06,0.0647345,2.77501,0,0.800725,3.37626e-16,-0.599032,-2.01521,0,0,1,4,"","",1
987,0.180002,0.00521496,3.98311,7.01388,2,-0.0129855,0.756542,0.653816,-0.688879,-0.829765,0.278277,1,8,"","",1
988,0.0019976,5.78739e-05,0.245912,2.40903,0,-0.776308,-3.37626e-16,-0.630354,-0.261985,-0,0,1,5,"","",1
989,0.00012017,3.48153e-06,0.0647345,2.77501,0,0.800725,3.37626e-16,-0.599032,-0.269254,0,0,1,4,"","",1
990,0.0101089,0.000292871,2.62142,54.0954,1,0.326972,-0.945034,0,1.88667,-101.231,0.00493918,1,4,"","",1
991,0.00703578,0.000203838,1.82923,37.8454,1,0.326972,-0.945034,0,4.03394,-101.231,0.00493918,1,4,"","",1
992,0.0072784,0.000210867,1.89177,39.1282,1,0.326972,-0.945034,0,-0.276226,-101.231,0.00493918,1,4,"","",1
993,2.28899,0.0195605,8.03933,2.24692,0,-0,-0,1,-1.82082,0,0,1,8,"","",1
994,0.605752,0.00517644,3.58539,1.68876,6,0.710191,0.704009,-0,-2.57849,-2.00794,0,1,6,"","",1
995,2.8757,0.0245743,12.1181,4.06367,0,-0.999997,0,-0.00232008,-2.01607,0,0,1,21,"","",1
996,0.283185,0.00241996,2.19824,1.35791,8,-0,0.834905,-0.550393,-1.63694,-1.70801,0,1,4,"","",1
997,0.651242,0.00556518,3.27006,1.30665,0,-0,-1,-0,1.75801,0,0,1,4,"","",1
998,0.391817,0.00334827,2.64711,1.42315,0,1,1.22465e-16,-0,1.37626,0,0,1,4,"","",1
999,0.888646,0.00759392,4.41639,1.74661,0,0,1.249e-16,-1,-3.14274,0,0,1,7,"","",1
1000,2.14267,0.0183101,9.12162,3.09015,0,-0,-0,1,1.81454,0,0,1,14,"","",1
1001,0.350607,0.00299611,2.8368,1.82653,6,0.710191,0.704009,0,1.60717,2.00794,0,1,6,"","",1
1002,10.9557,0.0936215,17.3905,2.19672,1,-0.0329197,0,-0.999458,-3.03692,-0.570409,0.876563,1,14,"","",1
1003,2.27594,0.019449,7.95341,2.21176,0,0,0,-1,-2.46521,0,0,1,6,"","",1
1004,6.15245,0.0525757,31.9301,13.1869,0,1,0,0,-0.0472852,0,0,1,13,"","",1
1005,0.202563,0.001731,2.06828,1.68054,0,0,0,-1,-2.46521,0,0,1,5,"","",1
1006,0.7559,0.00645953,4.36813,2.00871,0,-0,1,1.249e-16,-1.6052,0,0,1,5,"","",1
1007,0.00831005,7.10134e-05,0.535922,2.75036,0,0,-1,0,-1.70473,0,0,1,4,"","",1
1008,0.00824752,7.04791e-05,0.535384,2.76565,0,0,-1,0,-1.70444,0,0,1,4,"","",1
1009,0.563006,0.00481117,3.49468,1.7262,6,0.392232,-0.919866,0,-2.57462,-7.27132,0,1,6,"","",1
1010,0.167341,0.00143001,1.96392,1.83414,0,0.00874209,0.999962,1.24895e-16,-2.85002,0,0,1,4,"","",1
1011,3.85733,0.0329628,11.1926,2.58445,0,1,0,0,-0.752115,0,0,1,15,"","",1
1012,0.921749,0.0078768,4.55705,1.79285,0,0,0,1,-1.82082,0,0,1,4,"","",1
1013,0.482777,0.00412557,5.50761,5,0,0,1,-3.83476e-17,-2.46521,0,0,2,2,"","",1
1014,4.67126,0.0399182,8.62129,1.26619,1,-1.17561e-13,-0,1,-2.46521,-1.42602,0.350625,1,4,"","",1
1015,0.488294,0.00417271,5.5247,4.97423,1,-3.7656e-07,-1,0,-2.46509,-0.237671,2.10375,2,2,"","",1
1016,1.738,0.014852,7.66101,2.68728,1,-2.06823e-13,-0,1,-2.46521,-0.950682,0.525938,1,4,"","",1
1017,1.90946,0.0163173,10.4734,4.57143,0,0,-1,0,-2.43517,0,0,2,8,"","",1
1018,0.307251,0.00262561,3.8558,3.85058,0,0,0,1,-1.82082,0,0,1,4,"","",1
1019,2.20732,0.0188627,8.0249,2.32169,1,-2.06823e-13,-0,1,-2.46521,-0.950682,0.525938,1,5,"","",1
1020,1.90946,0.0163173,10.4734,4.57143,0,-0,1,-0,-2.43517,0,0,2,7,"","",1
1021,0.638593,0.00545709,3.49414,1.52141,6,-0.392232,-0.919866,0,-2.52914,-7.27132,0,1,4,"","",1
