graph_id,model_name,candidate_id,host_face_id,local_wire_index,hostFaceArea,hostFaceRelativeArea,hostFacePerimeter,hostInnerWireCount,hostNeighborFaceCount,wireLength,wireLengthRatio,estimatedHoleRadius,estimatedHoleArea,wireCenterX,wireCenterY,wireCenterZ,adjacentFaceCount,adjacentCylinderCount,adjacentSmallCylinderCount,minAdjacentCylinderRadius,maxAdjacentCylinderRadius,concaveEdgeRatio,label
0,"82.step",82,205,0,2398.95,0.0017306,308.333,5,6,58.2514,0.188923,9.271,270.024,4.42604e-14,-113.981,177.8,6,6,0,2.5527,29.591,0.333333,0
0,"82.step",83,205,1,2398.95,0.0017306,308.333,5,6,16.0391,0.0520186,2.5527,20.4715,-17.78,-113.981,177.8,6,6,0,2.5527,29.591,0.333333,1
0,"82.step",84,205,2,2398.95,0.0017306,308.333,5,6,16.0391,0.0520186,2.5527,20.4715,-1.66128e-16,-113.981,195.58,6,6,0,2.5527,29.591,0.333333,1
0,"82.step",85,205,3,2398.95,0.0017306,308.333,5,6,16.0391,0.0520186,2.5527,20.4715,17.78,-113.981,177.8,6,6,0,2.5527,29.591,0.333333,1
0,"82.step",86,209,0,618.108,0.000445903,213.628,5,6,69.115,0.323529,11,380.133,4.84461e-16,-93.661,5.11914e-14,6,6,4,1.25,18,0.166667,0
0,"82.step",87,209,1,618.108,0.000445903,213.628,5,6,7.85398,0.0367647,1.25,4.90874,14,-93.661,-9.32963e-16,6,6,4,1.25,18,0.166667,1
0,"82.step",88,209,2,618.108,0.000445903,213.628,5,6,7.85398,0.0367647,1.25,4.90874,-4.24074e-16,-93.661,-14,6,6,4,1.25,18,0.166667,1
0,"82.step",89,209,3,618.108,0.000445903,213.628,5,6,7.85398,0.0367647,1.25,4.90874,-14,-93.661,-9.32963e-16,6,6,4,1.25,18,0.166667,1
0,"82.step",90,211,0,329.867,0.000237966,94.2478,1,2,25.1327,0.266667,4,50.2655,-6.10623e-16,-95.661,1.80966e-14,2,2,0,4,11,0.5,0
0,"82.step",91,221,0,696.124,0.000502184,269.382,1,9,113.097,0.419841,18,1017.88,9.86865e-16,-45.461,8.52651e-14,9,1,0,18,18,0.111111,0
0,"82.step",92,247,0,17988.9,0.0129772,906.359,4,12,123.073,0.135788,19.5877,1205.36,-1.3856e-15,-100.011,7.56938e-16,12,4,2,1.8288,15.9004,0,0
