face_id,surface,area,score
158,bspline,962.495957,4812.479784
480,bspline,683.491491,3417.457454
494,bspline,574.618736,2873.093680
485,bspline,408.906990,2044.534949
189,bspline,378.614267,1893.071334
217,bspline,378.614267,1893.071334
230,bspline,293.959111,1469.795556
232,bspline,292.570455,1462.852273
94,bspline,226.940024,1134.700120
536,bspline,226.940024,1134.700120
83,bspline,207.252826,1036.264132
525,bspline,207.252826,1036.264132
