face_id,surface,area,score
22,bspline,26.180433,130.902167
70,bspline,2.008317,10.041585
68,bspline,2.008317,10.041585
99,plane,2.893681,2.893681
39,plane,2.829287,2.829287
131,plane,2.154688,2.154688
87,plane,2.154683,2.154683
