face_id,surface,area,score
207,bspline,29.157692,145.788459
182,bspline,2.738009,13.690044
98,plane,3.615716,3.615716
53,plane,3.615716,3.615716
74,plane,3.615501,3.615501
28,plane,3.615501,3.615501
991,plane,2.385468,2.385468
985,plane,2.385468,2.385468
988,plane,2.021985,2.021985
982,plane,2.021985,2.021985
