face_id,surface,area,score
135,bspline,41.609008,208.045040
214,cylinder,26.485494,105.941974
51,bspline,11.837909,59.189544
218,bspline,8.744566,43.722830
204,bspline,8.659651,43.298255
30,bspline,7.451532,37.257661
69,bspline,7.450512,37.252558
63,bspline,6.391977,31.959884
10,bspline,6.386784,31.933919
220,bspline,3.976090,19.880451
208,bspline,3.894865,19.474325
264,bspline,3.631634,18.158171
