face_id,surface,area,score
2,bspline,83357.445133,416787.225664
5,bspline,58046.054338,290230.271688
792,bspline,23697.596188,118487.980939
789,bspline,23697.596179,118487.980896
783,bspline,23554.386571,117771.932857
775,bspline,23554.386570,117771.932850
774,bspline,14032.903085,70164.515427
782,bspline,13961.879275,69809.396374
746,bspline,12998.361273,64991.806364
733,bspline,12973.188640,64865.943200
582,bspline,12213.956774,61069.783869
577,bspline,12194.440780,60972.203898
