face_id,surface,area,score
1370,bspline,4661.507439,23307.537194
1373,bspline,4661.507439,23307.537194
1372,bspline,3529.756240,17648.781198
1369,bspline,3529.756240,17648.781198
542,bspline,2233.850006,11169.250028
406,bspline,2233.850006,11169.250028
537,bspline,2170.532597,10852.662986
401,bspline,2170.532597,10852.662986
407,bspline,2162.662195,10813.310976
543,bspline,2162.662195,10813.310976
396,bspline,1851.485564,9257.427821
532,bspline,1851.485564,9257.427821
