face_id,surface,area,score
70,bspline,16.851280,84.256401
66,bspline,16.851236,84.256179
122,bspline,16.350612,81.753059
126,bspline,15.575654,77.878270
89,bspline,10.228722,51.143612
25,bspline,10.228722,51.143612
30,bspline,10.228722,51.143612
88,bspline,10.228722,51.143612
116,bspline,8.012239,40.061195
115,bspline,8.012239,40.061195
28,bspline,8.012239,40.061195
31,bspline,8.012239,40.061195
