face_id,surface,area,score
23,bspline,15962.620933,79813.104665
2,bspline,11195.807092,55979.035459
246,bspline,9489.838914,47449.194570
227,bspline,9489.833747,47449.168736
255,bspline,9247.911864,46239.559320
257,bspline,9247.907006,46239.535031
186,bspline,3913.553101,19567.765505
214,bspline,3913.213906,19566.069528
185,bspline,3845.111972,19225.559860
215,bspline,3844.721411,19223.607057
9,bspline,3659.295428,18296.477139
90,bspline,3647.918269,18239.591344
