face_id,surface,area,score
2636,bspline,25627.810849,128139.054247
3290,bspline,22420.156980,112100.784901
2712,bspline,22419.546396,112097.731979
3201,bspline,21246.836297,106234.181485
2714,bspline,21246.830866,106234.154332
1056,bspline,20011.621125,100058.105625
1295,bspline,20011.499121,100057.495604
172,bspline,19419.585523,97097.927613
374,bspline,19419.475137,97097.375684
27,bspline,16860.124769,84300.623844
7,bspline,16856.619416,84283.097080
1223,bspline,16440.037298,82200.186492
