face_id,surface,area,score
127,bspline,42.453449,212.267243
132,bspline,3.713902,18.569511
125,bspline,3.190949,15.954747
39,bspline,2.799604,13.998022
17,bspline,2.799604,13.998022
85,bspline,2.799590,13.997951
63,bspline,2.799465,13.997327
126,bspline,2.777937,13.889686
108,bspline,2.453686,12.268432
116,bspline,2.453686,12.268430
166,bspline,2.453684,12.268420
148,bspline,2.453684,12.268420
