face_id,surface,area,score
3464,bspline,44920.386019,224601.930093
3500,bspline,44812.324113,224061.620567
3463,bspline,44388.260939,221941.304695
3499,bspline,44280.680355,221403.401775
3509,bspline,43670.912636,218354.563182
3482,bspline,43670.912636,218354.563182
3480,bspline,43140.648308,215703.241542
3506,bspline,43140.648308,215703.241542
1380,bspline,8049.492349,40247.461746
1375,bspline,8049.492349,40247.461746
82,plane,32558.194518,32558.194518
118,plane,32546.712749,32546.712749
