model_name,host_face_id,inner_loop_index,loop_edge_count,adjacent_face_ids,adjacent_face_areas
116-TBF stp_TBM-1 Avenger v1_wing_rivets.step,833,1,5,F829 F831 F832 F834,F829:0.563500 F831:0.047659 F832:0.042087 F834:26.092177
