"model_name","candidate_id","host_face_id","host_area","host_center","inner_loop_index","loop_edge_count","candidate_face_ids","candidate_face_areas","candidate_face_centers","relative_area","candidate_surface_types","heuristic_score"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","116","-1","83358.060678","-0.679061 24.956544 -457.721515","51","4","F205 F562 F207 F206","6.200000 6.000000 6.200000 6.000000","-41.764418 13.465838 -329.314759;-40.910637 16.565838 -326.314759;-41.762840 13.465838 -323.314759;-42.616620 10.365838 -326.314759","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","117","-1","83358.060678","-0.679061 24.956544 -457.721515","52","4","F202 F563 F204 F203","6.200000 6.000000 6.200000 6.000000","-41.766547 13.465838 -337.414759;-40.913025 16.565838 -334.414759;-41.764970 13.465838 -331.414759;-42.618491 10.365838 -334.414759","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","118","-1","83358.060678","-0.679061 24.956544 -457.721515","53","4","F199 F564 F201 F200","6.200000 6.000000 6.200000 6.000000","-41.768676 13.465838 -345.514759;-40.915413 16.565838 -342.514759;-41.767099 13.465838 -339.514759;-42.620361 10.365838 -342.514759","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","119","-1","83358.060678","-0.679061 24.956544 -457.721515","54","4","F196 F565 F198 F197","6.200000 6.000000 6.200000 6.000000","-41.770805 13.465838 -353.614759;-40.917801 16.565838 -350.614759;-41.769228 13.465838 -347.614759;-42.622232 10.365838 -350.614759","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","120","-1","83358.060678","-0.679061 24.956544 -457.721515","55","4","F193 F566 F195 F194","6.200000 6.000000 6.200000 6.000000","-41.772934 13.465838 -361.714759;-40.920188 16.565838 -358.714759;-41.771357 13.465838 -355.714759;-42.624102 10.365838 -358.714759","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","121","-1","83358.060678","-0.679061 24.956544 -457.721515","56","4","F190 F567 F192 F191","6.200000 6.000000 6.200000 6.000000","-41.775062 13.465838 -369.814759;-40.922576 16.565838 -366.814759;-41.773486 13.465838 -363.814759;-42.625972 10.365838 -366.814759","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","122","-1","83358.060678","-0.679061 24.956544 -457.721515","57","4","F166 F575 F168 F167","6.200000 6.000000 6.200000 6.000000","-41.796070 13.465838 -449.781153;-40.946133 16.565838 -446.781153;-41.794494 13.465838 -443.781153;-42.644431 10.365838 -446.781153","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","123","-1","83358.060678","-0.679061 24.956544 -457.721515","58","4","F169 F574 F171 F170","6.200000 6.000000 6.200000 6.000000","-41.793943 13.465838 -441.681153;-40.943748 16.565838 -438.681153;-41.792367 13.465838 -435.681153;-42.642561 10.365838 -438.681153","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","124","-1","83358.060678","-0.679061 24.956544 -457.721515","59","4","F172 F573 F174 F173","6.200000 6.000000 6.200000 6.000000","-41.791815 13.465838 -433.581153;-40.941362 16.565838 -430.581153;-41.790239 13.465838 -427.581153;-42.640692 10.365838 -430.581153","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","125","-1","83358.060678","-0.679061 24.956544 -457.721515","60","4","F175 F572 F177 F176","6.200000 6.000000 6.200000 6.000000","-41.789688 13.465838 -425.481153;-40.938977 16.565838 -422.481153;-41.788112 13.465838 -419.481153;-42.638823 10.365838 -422.481153","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","126","-1","83358.060678","-0.679061 24.956544 -457.721515","61","4","F178 F571 F180 F179","6.200000 6.000000 6.200000 6.000000","-41.787560 13.465838 -417.381153;-40.936591 16.565838 -414.381153;-41.785984 13.465838 -411.381153;-42.636953 10.365838 -414.381153","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","127","-1","83358.060678","-0.679061 24.956544 -457.721515","62","4","F181 F570 F183 F182","6.200000 5.515682 6.200000 5.515682","-41.783597 13.465838 -402.295989;-40.932218 16.565838 -399.538148;-41.782148 13.465838 -396.780307;-42.633527 10.365838 -399.538148","0.000281","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","128","-1","83358.060678","-0.679061 24.956544 -457.721515","63","4","F187 F568 F189 F188","6.200000 6.000000 6.200000 6.000000","-41.777191 13.465838 -377.914759;-40.924963 16.565838 -374.914759;-41.775614 13.465838 -371.914759;-42.627843 10.365838 -374.914759","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","129","-1","83358.060678","-0.679061 24.956544 -457.721515","64","4","F67 F608 F69 F68","6.200000 6.000000 6.200000 6.000000","-41.878918 13.465838 -765.681154;-41.039012 16.565838 -762.681153;-41.877347 13.465838 -759.681154;-42.717253 10.365838 -762.681153","0.000293","0 0 0 0","mirror"
"80- 777-300 SolidWorks stp igs_B777_wing_rivets.step","130","-1","83358.060678","-0.679061 24.956544 -457.721515","65","4","F64 F609 F66 F65","6.200000 6.000000 6.200000 6.000000","-41.881040 13.465838 -773.781153;-41.041390 16.565838 -770.781153;-41.879468 13.465838 -767.781153;-42.719118 10.365838 -770.781153","0.000293","0 0 0 0","mirror"
