face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
132,34,6,0.095805,0.066195,0.720941,-7.254824,0.222575,0.109087,0.968793
133,34,6,0.095805,-0.066195,0.720941,-7.254824,-0.114616,-0.171939,0.978417
134,35,6,0.021848,-1.775176,41.630454,-3.429809,-0.000000,-0.941683,0.336500
135,35,6,0.021848,-1.775176,41.630454,-3.450232,0.000000,0.941683,-0.336500
136,36,6,0.021917,1.775176,41.630454,-3.429803,0.000000,-0.941683,0.336500
137,36,6,0.021917,1.775176,41.630454,-3.450239,-0.000000,0.941683,-0.336500
138,37,6,0.021917,1.694699,41.630454,-3.820321,0.000000,-0.941683,0.336500
139,37,6,0.021917,1.694699,41.630454,-3.840758,-0.000000,0.941683,-0.336500
140,38,6,0.021917,1.694699,41.630454,-2.446773,0.000000,-0.941683,0.336500
141,38,6,0.021917,1.694699,41.630454,-2.467209,-0.000000,0.941683,-0.336500
142,39,6,0.021848,-1.698531,41.630454,-2.446780,-0.000000,-0.941683,0.336500
143,39,6,0.021848,-1.698531,41.630454,-2.467203,0.000000,0.941683,-0.336500
144,40,6,0.597754,0.000000,-3.601760,-7.255157,-1.000000,0.000000,0.000000
145,40,0,0.015309,0.011495,-3.064396,-6.723741,0.000000,0.082377,0.996601
146,40,6,0.597754,0.022990,-3.601760,-7.255157,1.000000,0.000000,0.000000
147,40,0,0.040068,0.011495,-3.945446,-7.372832,0.000000,-0.776353,0.630298
148,40,0,0.004204,0.011495,-4.403270,-8.049350,0.000000,0.000000,-1.000000
149,40,0,0.047000,0.011495,-3.522220,-7.400258,0.000000,0.635012,-0.772502
150,41,6,0.590671,4.155416,-22.865480,-0.856084,0.981004,-0.035721,0.190669
151,41,6,0.026919,4.086629,-23.007788,-0.615195,0.000000,-0.788880,0.614547
152,41,6,0.590716,4.137023,-22.865501,-0.856111,-0.981004,0.035721,-0.190669
153,41,6,0.026932,4.193016,-22.723158,-1.104087,0.000000,0.792151,-0.610325
154,42,6,0.589611,-4.304094,9.351444,-0.856405,-0.982442,0.000636,0.186565
155,42,6,0.026907,-4.242526,9.209218,-0.615256,0.000000,0.414028,0.910264
156,42,6,0.589565,-4.285691,9.351465,-0.856378,0.982442,-0.000636,-0.186565
157,42,6,0.026945,-4.335848,9.493885,-1.104123,0.000000,0.791920,-0.610625
158,43,6,0.590364,4.243227,-13.726605,-0.856154,0.981265,-0.005169,0.192596
159,43,6,0.026915,4.179092,-13.868895,-0.615230,0.000000,-0.789320,0.613983
160,43,6,0.590410,4.224835,-13.726626,-0.856181,-0.981265,0.005169,-0.192596
161,43,6,0.026930,4.277234,-13.584267,-1.104077,0.000000,0.792312,-0.610116
162,44,6,0.589747,-4.294089,-3.282178,-0.856370,-0.982233,-0.005831,0.187576
163,44,6,0.026908,-4.231309,-3.424401,-0.615250,0.000000,-0.789132,0.614224
164,44,6,0.589702,-4.275686,-3.282157,-0.856344,0.982233,0.005831,-0.187576
165,44,6,0.026945,-4.327022,-3.139732,-1.104124,0.000000,-0.414914,-0.909861
166,45,6,0.589820,-4.286573,-4.587734,-0.856350,-0.982125,-0.005450,0.188149
167,45,6,0.026908,-4.223685,-4.729956,-0.615251,0.000000,-0.789155,0.614194
168,45,6,0.589775,-4.268171,-4.587713,-0.856323,0.982125,0.005450,-0.188149
169,45,6,0.026945,-4.319586,-4.445288,-1.104124,0.000000,0.791998,-0.610524
170,46,6,0.590567,-4.228183,-16.337738,-0.856129,-0.981050,-0.006149,0.193655
171,46,6,0.026915,-4.163563,-16.480007,-0.615230,0.000000,-0.789351,0.613942
172,46,6,0.590521,-4.209780,-16.337716,-0.856102,0.981050,0.006149,-0.193655
173,46,6,0.026931,-4.262562,-16.195378,-1.104076,0.000000,0.792395,-0.610009
174,47,6,0.590159,-4.361971,23.712580,-0.856334,-0.981529,0.011585,0.190960
175,47,6,0.026905,-4.300687,23.570332,-0.615270,0.000000,-0.383567,0.923513
176,47,6,0.590118,-4.343568,23.712602,-0.856311,0.981529,-0.011585,-0.190960
177,47,6,0.026945,-4.393112,23.855002,-1.104118,0.000000,-0.415007,-0.909818
178,48,6,0.589639,-4.305262,-0.671064,-0.856398,-0.982400,-0.001479,0.186786
179,48,6,0.026908,-4.243290,-0.813289,-0.615254,0.000000,-0.789130,0.614226
180,48,6,0.589593,-4.286859,-0.671043,-0.856371,0.982400,0.001479,-0.186786
181,48,6,0.026945,-4.337338,-0.528622,-1.104123,0.000000,-0.414896,-0.909869
182,49,6,0.590716,-4.155421,-22.865501,-0.856111,-0.981004,-0.035721,0.190669
183,49,6,0.026919,-4.086629,-23.007788,-0.615195,0.000000,-0.788880,0.614547
184,49,6,0.590671,-4.137018,-22.865480,-0.856084,0.981004,0.035721,-0.190669
185,49,6,0.026932,-4.193016,-22.723158,-1.104087,0.000000,0.792151,-0.610325
186,50,6,0.590639,-4.219584,-17.643294,-0.856102,-0.980958,-0.006754,0.194104
187,50,6,0.026915,-4.154722,-17.785563,-0.615230,0.000000,-0.789363,0.613927
188,50,6,0.590594,-4.201181,-17.643272,-0.856076,0.980958,0.006754,-0.194104
189,50,6,0.026931,-4.254146,-17.500934,-1.104076,0.000000,0.792433,-0.609959
190,51,6,0.590410,-4.243232,-13.726626,-0.856181,-0.981265,-0.005169,0.192596
191,51,6,0.026915,-4.179092,-13.868895,-0.615230,0.000000,-0.789320,0.613983
192,51,6,0.590364,-4.224829,-13.726605,-0.856154,0.981265,0.005169,-0.192596
193,51,6,0.026930,-4.277234,-13.584267,-1.104077,0.000000,0.792312,-0.610116
194,52,6,0.595164,-4.134212,28.934859,-0.855938,-0.973151,0.075477,0.217442
195,52,6,0.026896,-4.075573,28.792553,-0.615344,0.000000,-0.790019,0.613082
196,52,6,0.595126,-4.115808,28.934881,-0.855917,0.973151,-0.075477,-0.217442
197,52,6,0.026940,-4.163211,29.077218,-1.104084,0.000000,0.389953,-0.920835
198,53,6,0.590118,4.361966,23.712602,-0.856311,0.981529,0.011585,0.190960
199,53,6,0.026914,4.300659,23.570597,-0.615174,0.000000,-0.383567,0.923513
200,53,6,0.590159,4.343573,23.712580,-0.856334,-0.981529,-0.011585,-0.190960
201,53,6,0.026935,4.393117,23.854651,-1.104164,0.000000,-0.415007,-0.909818
202,54,6,0.589775,4.286568,-4.587713,-0.856323,0.982125,-0.005450,0.188149
203,54,6,0.026915,4.223664,-4.729694,-0.615166,0.000000,-0.789155,0.614194
204,54,6,0.589820,4.268176,-4.587734,-0.856350,-0.982125,0.005450,-0.188149
205,54,6,0.026935,4.319584,-4.445648,-1.104166,0.000000,0.791998,-0.610524
206,55,6,0.590521,4.228178,-16.337716,-0.856102,0.981050,-0.006149,0.193655
207,55,6,0.026915,4.163563,-16.480007,-0.615230,0.000000,-0.789351,0.613942
208,55,6,0.590567,4.209785,-16.337738,-0.856129,-0.981050,0.006149,-0.193655
209,55,6,0.026931,4.262562,-16.195378,-1.104076,0.000000,0.792395,-0.610009
210,56,6,0.589741,-4.367707,22.407013,-0.856394,-0.982228,-0.002970,0.187669
211,56,6,0.026908,-4.305138,22.264776,-0.615253,0.000000,-0.383320,0.923615
212,56,6,0.589699,-4.349304,22.407034,-0.856369,0.982228,0.002970,-0.187669
213,56,6,0.026945,-4.400104,22.549445,-1.104123,0.000000,0.792003,-0.610517
214,57,6,0.589565,4.304089,9.351465,-0.856378,0.982442,0.000636,0.186565
215,57,6,0.026915,4.242503,9.209485,-0.615166,0.000000,0.414028,0.910264
216,57,6,0.589611,4.285696,9.351444,-0.856405,-0.982442,-0.000636,-0.186565
217,57,6,0.026934,4.335848,9.493522,-1.104166,0.000000,0.791920,-0.610625
218,58,6,0.589634,-4.305797,0.634492,-0.856399,-0.982409,0.000012,0.186743
219,58,6,0.026907,-4.244092,0.492267,-0.615255,0.000000,-0.789122,0.614236
220,58,6,0.589588,-4.287394,0.634514,-0.856372,0.982409,-0.000012,-0.186743
221,58,6,0.026945,-4.337688,0.776934,-1.104123,0.000000,-0.414898,-0.909868
222,59,6,0.589633,-4.305762,1.940048,-0.856399,-0.982410,0.000042,0.186739
223,59,6,0.026907,-4.244062,1.797823,-0.615255,0.000000,-0.789122,0.614236
224,59,6,0.589587,-4.287358,1.940070,-0.856372,0.982410,-0.000042,-0.186739
225,59,6,0.026945,-4.337647,2.082490,-1.104123,0.000000,-0.414898,-0.909868
226,60,6,0.590830,-4.187324,-21.559963,-0.856024,-0.980774,-0.012214,0.194765
227,60,6,0.026915,-4.121018,-21.702233,-0.615224,0.000000,-0.789383,0.613901
228,60,6,0.590785,-4.168921,-21.559941,-0.855997,0.980774,0.012214,-0.194765
229,60,6,0.026931,-4.222558,-21.417601,-1.104077,0.000000,0.792490,-0.609886
230,61,6,0.600108,-3.880907,31.546005,-0.855707,-0.964976,0.113333,0.236596
231,61,6,0.026892,-3.822952,31.403663,-0.615382,0.000000,-0.790225,0.612817
232,61,6,0.600072,-3.862502,31.546027,-0.855688,0.964976,-0.113333,-0.236596
233,61,6,0.026936,-3.909689,31.688312,-1.104057,0.000000,0.390703,-0.920517
234,62,6,0.590767,-4.199584,-20.254405,-0.856049,-0.980818,-0.008339,0.194745
235,62,6,0.026915,-4.134223,-20.396674,-0.615229,0.000000,-0.789375,0.613912
236,62,6,0.590721,-4.181181,-20.254384,-0.856022,0.980818,0.008339,-0.194745
237,62,6,0.026931,-4.234507,-20.112045,-1.104076,0.000000,0.792499,-0.609873
238,63,6,0.589538,-4.298821,11.962553,-0.856426,-0.982548,0.002729,0.185988
