face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
669,31,0,0.024664,-2.558907,8.644724,0.682934,0.000000,-0.555570,0.831470
670,31,1,0.003067,-2.457512,8.708285,0.617895,0.662709,0.105868,-0.741356
671,31,1,0.002980,-2.457507,8.701648,0.634426,0.662709,-0.286583,0.691872
672,31,0,0.000495,-2.451407,8.758068,0.640757,1.000000,0.000000,0.000000
673,31,0,0.025401,-2.558907,8.685546,0.610043,0.000000,0.141369,-0.989957
674,31,1,0.003067,-2.457512,8.351304,0.148139,0.662709,-0.703724,0.256106
675,31,1,0.002980,-2.457507,8.369012,0.146200,0.662709,0.745271,-0.073403
676,31,0,0.000495,-2.451407,8.347999,0.093457,1.000000,0.000000,0.000000
677,31,0,0.025401,-2.558907,8.355099,0.171895,0.000000,-0.939705,0.341986
678,31,1,0.002980,-2.457507,8.712204,0.371059,0.662709,0.286583,0.691872
679,31,1,0.003067,-2.457512,8.705208,0.354676,0.662709,-0.449358,-0.599078
680,31,0,0.000495,-2.451407,8.756576,0.335640,1.000000,0.000000,0.000000
681,31,0,0.025401,-2.558907,8.683577,0.365204,0.000000,-0.600042,-0.799968
682,31,0,0.024664,-2.558907,8.691498,0.384574,0.000000,0.382683,0.923880
683,31,0,0.025401,-2.558907,8.694391,0.394677,0.000000,-0.518742,-0.854931
684,31,0,0.024664,-2.558907,8.679708,0.355433,0.000000,0.471397,0.881921
685,31,1,0.003067,-2.457512,8.716950,0.386320,0.662709,-0.388474,-0.640238
686,31,1,0.002980,-2.457507,8.722306,0.403310,0.662709,0.217388,0.716631
687,31,0,0.000495,-2.451407,8.769936,0.372411,1.000000,0.000000,0.000000
688,31,1,0.003067,-2.457512,8.516909,0.170729,0.662709,-0.741356,-0.105868
689,31,1,0.002980,-2.457507,8.533440,0.177366,0.662709,0.691872,0.286583
690,31,0,0.000495,-2.451407,8.539771,0.120946,1.000000,0.000000,0.000000
691,31,0,0.025401,-2.558907,8.509057,0.193468,0.000000,-0.989957,-0.141369
