accuracy,background_f1,background_fp_total,background_iou,background_precision,background_recall,background_support,background_to_rivet_fp,background_to_surface_feature_fp,max_background_fp_area,max_background_fp_relative_area,model_name,prediction_faces,rivet_f1,rivet_iou,rivet_precision,rivet_recall,rivet_support,status,surface_feature_f1,surface_feature_iou,surface_feature_precision,surface_feature_recall,surface_feature_support,truth_faces
0.9547038327526133,0.9556313993174063,2,0.9150326797385621,0.9271523178807947,0.9859154929577465,142,0,2,13.0284,9.61987e-05,27- DC-10 SolidWorks stp igs_DC 10_wing_rivets.step,287,1.0,1.0,1.0,1.0,26,included,0.9432314410480349,0.8925619834710744,0.9818181818181818,0.907563025210084,119,287
0.9860335195530726,0.9913194444444445,14,0.9827882960413081,0.9947735191637631,0.9878892733564014,1156,10,4,2.07091,1.27017e-05,87- 747-400 stp_beoing 747-400 v6_wing_rivets.stp,1432,0.8,0.6666666666666666,0.6666666666666666,1.0,20,included,0.9803921568627452,0.9615384615384616,0.984251968503937,0.9765625,256,1432
0.9871794871794872,0.9916317991631798,4,0.983402489626556,1.0,0.983402489626556,241,0,4,91756.1,0.000558992,Cessna Citation 2_wing_rivets.step,312,1.0,1.0,1.0,1.0,52,included,0.9047619047619047,0.8260869565217391,0.8260869565217391,1.0,19,312
